"itemCraftado";"classe";"slot";"tier";"mapa";"ingredienteOrdem";"ingrediente";"quantidade";"papel";"origem"
"Calças de Triagem Clínica";"Médico";"PANTS";"3";"Hospital Santa Ruína";"1";"Acolchoado de Maca (Coleta T3 Pernas)";"90";"MAIN_COMPONENT";"COLETA"
"Calças de Triagem Clínica";"Médico";"PANTS";"3";"Hospital Santa Ruína";"2";"Cabo de Monitor Clínico";"45";"SHARED_MATERIAL";"TECNOVARREDURA"
"Calças de Triagem Clínica";"Médico";"PANTS";"3";"Hospital Santa Ruína";"3";"Biomaterial Articular Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Triagem Clínica";"Médico";"PANTS";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Emergência do Terminal";"Médico";"PANTS";"4";"Terminal dos Esquecidos";"1";"Tapete de Embarque Desfiado (Coleta T4 Pernas)";"90";"MAIN_COMPONENT";"COLETA"
"Calças de Emergência do Terminal";"Médico";"PANTS";"4";"Terminal dos Esquecidos";"2";"Chip de Catraca Médica";"45";"SHARED_MATERIAL";"TECNOVARREDURA"
"Calças de Emergência do Terminal";"Médico";"PANTS";"4";"Terminal dos Esquecidos";"3";"Biomaterial Articular Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Emergência do Terminal";"Médico";"PANTS";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Quarentena Leve";"Médico";"PANTS";"5";"Zona de Quarentena 9";"1";"Acolchoado Antimordida (Coleta T5 Pernas)";"100";"MAIN_COMPONENT";"COLETA"
"Calças de Quarentena Leve";"Médico";"PANTS";"5";"Zona de Quarentena 9";"2";"Sensor de Gás Verde (Tecnovarredura T5 Pernas)";"50";"SHARED_MATERIAL";"TECNOVARREDURA"
"Calças de Quarentena Leve";"Médico";"PANTS";"5";"Zona de Quarentena 9";"3";"Biomaterial Articular Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Quarentena Leve";"Médico";"PANTS";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Vedação Cinzenta";"Médico";"PANTS";"6";"Refinaria do Pó Cinzento";"1";"Avental de Borracha Carbonizado (Coleta T6 Pernas)";"100";"MAIN_COMPONENT";"COLETA"
"Calças de Vedação Cinzenta";"Médico";"PANTS";"6";"Refinaria do Pó Cinzento";"2";"Relé de Refinaria";"50";"SHARED_MATERIAL";"TECNOVARREDURA"
"Calças de Vedação Cinzenta";"Médico";"PANTS";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Articular Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Vedação Cinzenta";"Médico";"PANTS";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Resgate Mutagênico";"Médico";"PANTS";"7";"Avenida dos Caídos";"1";"Joelheira Paramédica Rasgada";"110";"MAIN_COMPONENT";"COLETA"
"Calças de Resgate Mutagênico";"Médico";"PANTS";"7";"Avenida dos Caídos";"2";"Sensor de Movimento Roxo";"55";"SHARED_MATERIAL";"TECNOVARREDURA"
"Calças de Resgate Mutagênico";"Médico";"PANTS";"7";"Avenida dos Caídos";"3";"Biomaterial Articular Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Resgate Mutagênico";"Médico";"PANTS";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Calças Articuladas Helix";"Médico";"PANTS";"8";"Complexo Helix";"1";"Polímero Articulado Clínico";"110";"MAIN_COMPONENT";"COLETA"
"Calças Articuladas Helix";"Médico";"PANTS";"8";"Complexo Helix";"2";"Atuador de Joelho Helix";"55";"SHARED_MATERIAL";"TECNOVARREDURA"
"Calças Articuladas Helix";"Médico";"PANTS";"8";"Complexo Helix";"3";"Biomaterial Articular Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Calças Articuladas Helix";"Médico";"PANTS";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Calças Carmesim de Estabilização";"Médico";"PANTS";"9";"Necrópole Industrial";"1";"Trama de Fibra Pesada (Coleta T9 Pernas)";"120";"MAIN_COMPONENT";"COLETA"
"Calças Carmesim de Estabilização";"Médico";"PANTS";"9";"Necrópole Industrial";"2";"Câmara de Movimento Carmesim";"60";"SHARED_MATERIAL";"TECNOVARREDURA"
"Calças Carmesim de Estabilização";"Médico";"PANTS";"9";"Necrópole Industrial";"3";"Biomaterial Articular Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Calças Carmesim de Estabilização";"Médico";"PANTS";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Calças do Marco Zero";"Médico";"PANTS";"10";"Marco Zero";"1";"Fibra Rubra Articulada (Coleta T10 Pernas)";"120";"MAIN_COMPONENT";"COLETA"
"Calças do Marco Zero";"Médico";"PANTS";"10";"Marco Zero";"2";"Módulo de Passo Final";"60";"SHARED_MATERIAL";"TECNOVARREDURA"
"Calças do Marco Zero";"Médico";"PANTS";"10";"Marco Zero";"3";"Biomaterial Articular Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Calças do Marco Zero";"Médico";"PANTS";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Enfermagem Gastos";"Médico";"BOOTS";"1";"Subúrbio Silencioso";"1";"Couro de Sapato Gasto";"80";"MAIN_COMPONENT";"COLETA"
"Sapatos de Enfermagem Gastos";"Médico";"BOOTS";"1";"Subúrbio Silencioso";"2";"Palmilha Filtrante Suja";"40";"SHARED_MATERIAL";"CONTENCAO"
"Sapatos de Enfermagem Gastos";"Médico";"BOOTS";"1";"Subúrbio Silencioso";"3";"Biomaterial de Mobilidade Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Enfermagem Gastos";"Médico";"BOOTS";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Oficina Sanitária";"Médico";"BOOTS";"2";"Distrito da Ferrugem";"1";"Cadarço de Uniforme Gasto (Coleta T2 Pés)";"80";"MAIN_COMPONENT";"COLETA"
"Sapatos de Oficina Sanitária";"Médico";"BOOTS";"2";"Distrito da Ferrugem";"2";"Vedação de Graxa Seca";"40";"SHARED_MATERIAL";"CONTENCAO"
"Sapatos de Oficina Sanitária";"Médico";"BOOTS";"2";"Distrito da Ferrugem";"3";"Biomaterial de Mobilidade Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Oficina Sanitária";"Médico";"BOOTS";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Enfermaria Selada";"Médico";"BOOTS";"3";"Hospital Santa Ruína";"1";"Cobertura Cirúrgica Rasgada (Coleta T3 Pés)";"90";"MAIN_COMPONENT";"COLETA"
"Sapatos de Enfermaria Selada";"Médico";"BOOTS";"3";"Hospital Santa Ruína";"2";"Película Antisséptica Rachada";"45";"SHARED_MATERIAL";"CONTENCAO"
"Sapatos de Enfermaria Selada";"Médico";"BOOTS";"3";"Hospital Santa Ruína";"3";"Biomaterial de Mobilidade Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Enfermaria Selada";"Médico";"BOOTS";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Resgate do Terminal";"Médico";"BOOTS";"4";"Terminal dos Esquecidos";"1";"Tapete de Piso Emborrachado (Coleta T4 Pés)";"90";"MAIN_COMPONENT";"COLETA"
"Sapatos de Resgate do Terminal";"Médico";"BOOTS";"4";"Terminal dos Esquecidos";"2";"Manta Isolante de Cabine";"45";"SHARED_MATERIAL";"CONTENCAO"
"Sapatos de Resgate do Terminal";"Médico";"BOOTS";"4";"Terminal dos Esquecidos";"3";"Biomaterial de Mobilidade Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Resgate do Terminal";"Médico";"BOOTS";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Quarentena Verde";"Médico";"BOOTS";"5";"Zona de Quarentena 9";"1";"Manguito Antimordida Leve (Coleta T5 Pés)";"100";"MAIN_COMPONENT";"COLETA"
"Sapatos de Quarentena Verde";"Médico";"BOOTS";"5";"Zona de Quarentena 9";"2";"Gel de Desinfecção Coagulado";"50";"SHARED_MATERIAL";"CONTENCAO"
"Sapatos de Quarentena Verde";"Médico";"BOOTS";"5";"Zona de Quarentena 9";"3";"Biomaterial de Mobilidade Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Quarentena Verde";"Médico";"BOOTS";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Vapor Cinzento";"Médico";"BOOTS";"6";"Refinaria do Pó Cinzento";"1";"Sola de Borracha Vulcanizada (Coleta T6 Pés)";"100";"MAIN_COMPONENT";"COLETA"
"Sapatos de Vapor Cinzento";"Médico";"BOOTS";"6";"Refinaria do Pó Cinzento";"2";"Pasta de Vedação Cinzenta";"50";"SHARED_MATERIAL";"CONTENCAO"
"Sapatos de Vapor Cinzento";"Médico";"BOOTS";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial de Mobilidade Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Vapor Cinzento";"Médico";"BOOTS";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Campo Mutagênico";"Médico";"BOOTS";"7";"Avenida dos Caídos";"1";"Reforço de Polímero de Tornozelo (Coleta T7 Pés)";"110";"MAIN_COMPONENT";"COLETA"
"Sapatos de Campo Mutagênico";"Médico";"BOOTS";"7";"Avenida dos Caídos";"2";"Inserto Cerâmico Roxo";"55";"SHARED_MATERIAL";"CONTENCAO"
"Sapatos de Campo Mutagênico";"Médico";"BOOTS";"7";"Avenida dos Caídos";"3";"Biomaterial de Mobilidade Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Campo Mutagênico";"Médico";"BOOTS";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Tração Helix";"Médico";"BOOTS";"8";"Complexo Helix";"1";"Revestimento de Polímero Translúcido (Coleta T8 Pés)";"110";"MAIN_COMPONENT";"COLETA"
"Sapatos de Tração Helix";"Médico";"BOOTS";"8";"Complexo Helix";"2";"Cartucho Cerâmico Helix";"55";"SHARED_MATERIAL";"CONTENCAO"
"Sapatos de Tração Helix";"Médico";"BOOTS";"8";"Complexo Helix";"3";"Biomaterial de Mobilidade Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Tração Helix";"Médico";"BOOTS";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Marcha Carmesim";"Médico";"BOOTS";"9";"Necrópole Industrial";"1";"Fibra de Compressão Pesada (Coleta T9 Pés)";"120";"MAIN_COMPONENT";"COLETA"
"Sapatos de Marcha Carmesim";"Médico";"BOOTS";"9";"Necrópole Industrial";"2";"Selo de Marcha Carmesim (Contenção T9 Pés)";"60";"SHARED_MATERIAL";"CONTENCAO"
"Sapatos de Marcha Carmesim";"Médico";"BOOTS";"9";"Necrópole Industrial";"3";"Biomaterial de Mobilidade Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos de Marcha Carmesim";"Médico";"BOOTS";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos do Último Passo";"Médico";"BOOTS";"10";"Marco Zero";"1";"Fibra Escarlate de Tração (Coleta T10 Pés)";"120";"MAIN_COMPONENT";"COLETA"
"Sapatos do Último Passo";"Médico";"BOOTS";"10";"Marco Zero";"2";"Célula Rubra de Impacto";"60";"SHARED_MATERIAL";"CONTENCAO"
"Sapatos do Último Passo";"Médico";"BOOTS";"10";"Marco Zero";"3";"Biomaterial de Mobilidade Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatos do Último Passo";"Médico";"BOOTS";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Cano Curto";"Atirador";"MAIN_HAND";"1";"Subúrbio Silencioso";"1";"Cano de Espingarda Velha";"80";"MAIN_COMPONENT";"ARSENAL"
"Rifle de Cano Curto";"Atirador";"MAIN_HAND";"1";"Subúrbio Silencioso";"2";"Apoio de Madeira Rachado";"40";"SHARED_MATERIAL";"DESMANCHE"
"Rifle de Cano Curto";"Atirador";"MAIN_HAND";"1";"Subúrbio Silencioso";"3";"Biomaterial Cortante Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Cano Curto";"Atirador";"MAIN_HAND";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Gaveta Quebrada";"Atirador";"MAIN_HAND";"1";"Subúrbio Silencioso";"1";"Ferrolho de Pistola Gasto";"80";"MAIN_COMPONENT";"ARSENAL"
"Pistola de Gaveta Quebrada";"Atirador";"MAIN_HAND";"1";"Subúrbio Silencioso";"2";"Punho de Madeira Lascada";"40";"SHARED_MATERIAL";"DESMANCHE"
"Pistola de Gaveta Quebrada";"Atirador";"MAIN_HAND";"1";"Subúrbio Silencioso";"3";"Biomaterial Cortante Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Gaveta Quebrada";"Atirador";"MAIN_HAND";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Oficina Oxidado";"Atirador";"MAIN_HAND";"2";"Distrito da Ferrugem";"1";"Cano Oxidado de Carabina";"80";"MAIN_COMPONENT";"ARSENAL"
"Rifle de Oficina Oxidado";"Atirador";"MAIN_HAND";"2";"Distrito da Ferrugem";"2";"Suporte de Bancada Enferrujado";"40";"SHARED_MATERIAL";"DESMANCHE"
"Rifle de Oficina Oxidado";"Atirador";"MAIN_HAND";"2";"Distrito da Ferrugem";"3";"Biomaterial Cortante Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Oficina Oxidado";"Atirador";"MAIN_HAND";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Chapa Enferrujada";"Atirador";"MAIN_HAND";"2";"Distrito da Ferrugem";"1";"Tambor Oxidado de Revólver";"80";"MAIN_COMPONENT";"ARSENAL"
"Pistola de Chapa Enferrujada";"Atirador";"MAIN_HAND";"2";"Distrito da Ferrugem";"2";"Placa de Oficina Recortada";"40";"SHARED_MATERIAL";"DESMANCHE"
"Pistola de Chapa Enferrujada";"Atirador";"MAIN_HAND";"2";"Distrito da Ferrugem";"3";"Biomaterial Cortante Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Chapa Enferrujada";"Atirador";"MAIN_HAND";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Dardos Clínicos";"Atirador";"MAIN_HAND";"3";"Hospital Santa Ruína";"1";"Lançador de Dardos Clínicos";"90";"MAIN_COMPONENT";"ARSENAL"
"Rifle de Dardos Clínicos";"Atirador";"MAIN_HAND";"3";"Hospital Santa Ruína";"2";"Trilho de Leito Hospitalar";"45";"SHARED_MATERIAL";"DESMANCHE"
"Rifle de Dardos Clínicos";"Atirador";"MAIN_HAND";"3";"Hospital Santa Ruína";"3";"Biomaterial Cortante Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Dardos Clínicos";"Atirador";"MAIN_HAND";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Sedativo Quebrada";"Atirador";"MAIN_HAND";"3";"Hospital Santa Ruína";"1";"Câmara de Sedativo Pressurizada";"90";"MAIN_COMPONENT";"ARSENAL"
"Pistola de Sedativo Quebrada";"Atirador";"MAIN_HAND";"3";"Hospital Santa Ruína";"2";"Punho de Aço Clínico";"45";"SHARED_MATERIAL";"DESMANCHE"
"Pistola de Sedativo Quebrada";"Atirador";"MAIN_HAND";"3";"Hospital Santa Ruína";"3";"Biomaterial Cortante Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Sedativo Quebrada";"Atirador";"MAIN_HAND";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Sinalização de Embarque";"Atirador";"MAIN_HAND";"4";"Terminal dos Esquecidos";"1";"Cano de Sinalizador Longo";"90";"MAIN_COMPONENT";"ARSENAL"
"Rifle de Sinalização de Embarque";"Atirador";"MAIN_HAND";"4";"Terminal dos Esquecidos";"2";"Placa de Embarque Recortada";"45";"SHARED_MATERIAL";"DESMANCHE"
"Rifle de Sinalização de Embarque";"Atirador";"MAIN_HAND";"4";"Terminal dos Esquecidos";"3";"Biomaterial Cortante Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Sinalização de Embarque";"Atirador";"MAIN_HAND";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Segurança do Terminal";"Atirador";"MAIN_HAND";"4";"Terminal dos Esquecidos";"1";"Mecanismo de Pistola de Segurança";"90";"MAIN_COMPONENT";"ARSENAL"
"Pistola de Segurança do Terminal";"Atirador";"MAIN_HAND";"4";"Terminal dos Esquecidos";"2";"Painel de Catraca Quebrado";"45";"SHARED_MATERIAL";"DESMANCHE"
"Pistola de Segurança do Terminal";"Atirador";"MAIN_HAND";"4";"Terminal dos Esquecidos";"3";"Biomaterial Cortante Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Segurança do Terminal";"Atirador";"MAIN_HAND";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Contenção Verde";"Atirador";"MAIN_HAND";"5";"Zona de Quarentena 9";"1";"Cano de Contenção Selado";"100";"MAIN_COMPONENT";"ARSENAL"
"Rifle de Contenção Verde";"Atirador";"MAIN_HAND";"5";"Zona de Quarentena 9";"2";"Trilho de Barreira Verde";"50";"SHARED_MATERIAL";"DESMANCHE"
"Rifle de Contenção Verde";"Atirador";"MAIN_HAND";"5";"Zona de Quarentena 9";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Contenção Verde";"Atirador";"MAIN_HAND";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Quarentena Selada";"Atirador";"MAIN_HAND";"5";"Zona de Quarentena 9";"1";"Ferrolho Sanitário Verde";"100";"MAIN_COMPONENT";"ARSENAL"
"Pistola de Quarentena Selada";"Atirador";"MAIN_HAND";"5";"Zona de Quarentena 9";"2";"Placa de Porta Selada";"50";"SHARED_MATERIAL";"DESMANCHE"
"Pistola de Quarentena Selada";"Atirador";"MAIN_HAND";"5";"Zona de Quarentena 9";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Quarentena Selada";"Atirador";"MAIN_HAND";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Fuligem Cinzenta";"Atirador";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"1";"Cano Industrial Queimado";"100";"MAIN_COMPONENT";"ARSENAL"
"Rifle de Fuligem Cinzenta";"Atirador";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"2";"Suporte de Caldeira Serrado";"50";"SHARED_MATERIAL";"DESMANCHE"
"Rifle de Fuligem Cinzenta";"Atirador";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle de Fuligem Cinzenta";"Atirador";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Pressão da Refinaria";"Atirador";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"1";"Câmara de Pressão Cinzenta";"100";"MAIN_COMPONENT";"ARSENAL"
"Pistola de Pressão da Refinaria";"Atirador";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"2";"Válvula de Refinaria";"50";"SHARED_MATERIAL";"DESMANCHE"
"Pistola de Pressão da Refinaria";"Atirador";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Pressão da Refinaria";"Atirador";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle Antimotim Roxo";"Atirador";"MAIN_HAND";"7";"Avenida dos Caídos";"1";"Cano Balístico de Viatura";"110";"MAIN_COMPONENT";"ARSENAL"
"Rifle Antimotim Roxo";"Atirador";"MAIN_HAND";"7";"Avenida dos Caídos";"2";"Calha de Viatura Blindada";"55";"SHARED_MATERIAL";"DESMANCHE"
"Rifle Antimotim Roxo";"Atirador";"MAIN_HAND";"7";"Avenida dos Caídos";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle Antimotim Roxo";"Atirador";"MAIN_HAND";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Patrulha Mutagênica";"Atirador";"MAIN_HAND";"7";"Avenida dos Caídos";"1";"Ferrolho Balístico Roxo";"110";"MAIN_COMPONENT";"ARSENAL"
"Pistola de Patrulha Mutagênica";"Atirador";"MAIN_HAND";"7";"Avenida dos Caídos";"2";"Placa Antimotim Recortada (Desmanche T7 Main Hand)";"55";"SHARED_MATERIAL";"DESMANCHE"
"Pistola de Patrulha Mutagênica";"Atirador";"MAIN_HAND";"7";"Avenida dos Caídos";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Patrulha Mutagênica";"Atirador";"MAIN_HAND";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle Helix de Precisão";"Atirador";"MAIN_HAND";"8";"Complexo Helix";"1";"Câmara Helix de Disparo";"110";"MAIN_COMPONENT";"ARSENAL"
"Rifle Helix de Precisão";"Atirador";"MAIN_HAND";"8";"Complexo Helix";"2";"Trilho Experimental Helix";"55";"SHARED_MATERIAL";"DESMANCHE"
"Rifle Helix de Precisão";"Atirador";"MAIN_HAND";"8";"Complexo Helix";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle Helix de Precisão";"Atirador";"MAIN_HAND";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Pulso Experimental";"Atirador";"MAIN_HAND";"8";"Complexo Helix";"1";"Emissor de Pulso Helix";"110";"MAIN_COMPONENT";"ARSENAL"
"Pistola de Pulso Experimental";"Atirador";"MAIN_HAND";"8";"Complexo Helix";"2";"Carcaça de Atuador Helix";"55";"SHARED_MATERIAL";"DESMANCHE"
"Pistola de Pulso Experimental";"Atirador";"MAIN_HAND";"8";"Complexo Helix";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola de Pulso Experimental";"Atirador";"MAIN_HAND";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle Carmesim da Necrópole";"Atirador";"MAIN_HAND";"9";"Necrópole Industrial";"1";"Cano Titânico Carmesim";"120";"MAIN_COMPONENT";"ARSENAL"
"Rifle Carmesim da Necrópole";"Atirador";"MAIN_HAND";"9";"Necrópole Industrial";"2";"Trilho Necroindustrial";"60";"SHARED_MATERIAL";"DESMANCHE"
"Rifle Carmesim da Necrópole";"Atirador";"MAIN_HAND";"9";"Necrópole Industrial";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle Carmesim da Necrópole";"Atirador";"MAIN_HAND";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola Titânica de Execução";"Atirador";"MAIN_HAND";"9";"Necrópole Industrial";"1";"Núcleo de Disparo Carmesim";"120";"MAIN_COMPONENT";"ARSENAL"
"Pistola Titânica de Execução";"Atirador";"MAIN_HAND";"9";"Necrópole Industrial";"2";"Placa Titânica Cortante";"60";"SHARED_MATERIAL";"DESMANCHE"
"Pistola Titânica de Execução";"Atirador";"MAIN_HAND";"9";"Necrópole Industrial";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola Titânica de Execução";"Atirador";"MAIN_HAND";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle do Marco Zero";"Atirador";"MAIN_HAND";"10";"Marco Zero";"1";"Lâmina Rubra do Marco";"120";"MAIN_COMPONENT";"ARSENAL"
"Rifle do Marco Zero";"Atirador";"MAIN_HAND";"10";"Marco Zero";"2";"Suporte Titânico do Marco";"60";"SHARED_MATERIAL";"DESMANCHE"
"Rifle do Marco Zero";"Atirador";"MAIN_HAND";"10";"Marco Zero";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Rifle do Marco Zero";"Atirador";"MAIN_HAND";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola da Última Bala";"Atirador";"MAIN_HAND";"10";"Marco Zero";"1";"Lâmina Rubra do Marco";"120";"MAIN_COMPONENT";"ARSENAL"
"Pistola da Última Bala";"Atirador";"MAIN_HAND";"10";"Marco Zero";"2";"Núcleo de Recuo Titânico";"60";"SHARED_MATERIAL";"DESMANCHE"
"Pistola da Última Bala";"Atirador";"MAIN_HAND";"10";"Marco Zero";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Pistola da Última Bala";"Atirador";"MAIN_HAND";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Carregador de Lata Amassada";"Atirador";"OFF_HAND";"1";"Subúrbio Silencioso";"1";"Pente de Munição Velho";"80";"MAIN_COMPONENT";"ARSENAL"
